MOMENT,LOCATION,CRIME,VICTIM_SEX,VICTIM_AGE,OCCURRENCES
MORNING,PRIVATE_BUILDING,ROBBERY,F,47,2
MORNING,PRIVATE_BUILDING,ROBBERY,F,48,3
MORNING,PRIVATE_BUILDING,ROBBERY,F,51,2
MORNING,PRIVATE_BUILDING,ROBBERY,F,52,1
MORNING,PRIVATE_BUILDING,ROBBERY,F,53,1
MORNING,PRIVATE_BUILDING,ROBBERY,F,54,2
MORNING,PRIVATE_BUILDING,ROBBERY,F,55,2
MORNING,PRIVATE_BUILDING,ROBBERY,F,57,2
MORNING,PRIVATE_BUILDING,ROBBERY,F,59,1
MORNING,PRIVATE_BUILDING,ROBBERY,F,60,1
MORNING,PRIVATE_BUILDING,ROBBERY,F,61,3
MORNING,PRIVATE_BUILDING,ROBBERY,F,62,1
MORNING,PRIVATE_BUILDING,ROBBERY,F,65,2
MORNING,PRIVATE_BUILDING,ROBBERY,F,68,1
MORNING,PRIVATE_BUILDING,ROBBERY,F,70,1
MORNING,PRIVATE_BUILDING,ROBBERY,F,75,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,15,14
MORNING,PRIVATE_BUILDING,ROBBERY,M,17,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,21,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,22,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,23,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,24,2
MORNING,PRIVATE_BUILDING,ROBBERY,M,25,2
MORNING,PRIVATE_BUILDING,ROBBERY,M,26,2
MORNING,PRIVATE_BUILDING,ROBBERY,M,28,2
MORNING,PRIVATE_BUILDING,ROBBERY,M,29,3
MORNING,PRIVATE_BUILDING,ROBBERY,M,30,2
MORNING,PRIVATE_BUILDING,ROBBERY,M,31,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,32,5
MORNING,PRIVATE_BUILDING,ROBBERY,M,33,3
MORNING,PRIVATE_BUILDING,ROBBERY,M,33.73427719,39
MORNING,PRIVATE_BUILDING,ROBBERY,M,34,4
MORNING,PRIVATE_BUILDING,ROBBERY,M,35,3
MORNING,PRIVATE_BUILDING,ROBBERY,M,37,4
MORNING,PRIVATE_BUILDING,ROBBERY,M,38,3
MORNING,PRIVATE_BUILDING,ROBBERY,M,39,3
MORNING,PRIVATE_BUILDING,ROBBERY,M,40,3
MORNING,PRIVATE_BUILDING,ROBBERY,M,42,3
MORNING,PRIVATE_BUILDING,ROBBERY,M,43,3
MORNING,PRIVATE_BUILDING,ROBBERY,M,44,3
MORNING,PRIVATE_BUILDING,ROBBERY,M,45,4
MORNING,PRIVATE_BUILDING,ROBBERY,M,46,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,47,4
MORNING,PRIVATE_BUILDING,ROBBERY,M,48,2
MORNING,PRIVATE_BUILDING,ROBBERY,M,49,2
MORNING,PRIVATE_BUILDING,ROBBERY,M,50,3
MORNING,PRIVATE_BUILDING,ROBBERY,M,53,4
MORNING,PRIVATE_BUILDING,ROBBERY,M,55,4
MORNING,PRIVATE_BUILDING,ROBBERY,M,56,2
MORNING,PRIVATE_BUILDING,ROBBERY,M,57,7
MORNING,PRIVATE_BUILDING,ROBBERY,M,58,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,59,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,61,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,62,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,63,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,64,4
MORNING,PRIVATE_BUILDING,ROBBERY,M,65,2
MORNING,PRIVATE_BUILDING,ROBBERY,M,66,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,67,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,68,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,70,2
MORNING,PRIVATE_BUILDING,ROBBERY,M,74,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,75,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,77,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,79,1
MORNING,PRIVATE_BUILDING,ROBBERY,M,85,1
MORNING,PRIVATE_BUILDING,SEX_CRIME,F,15,1
MORNING,PRIVATE_BUILDING,SEX_CRIME,F,27,1
MORNING,PRIVATE_BUILDING,SEX_CRIME,F,30,1
MORNING,PRIVATE_BUILDING,SEX_CRIME,F,37,1
MORNING,PRIVATE_BUILDING,SEX_CRIME,F,39,1
MORNING,PRIVATE_BUILDING,SEX_CRIME,F,42,1
MORNING,PRIVATE_BUILDING,SEX_CRIME,F,45,3
MORNING,PRIVATE_BUILDING,SEX_CRIME,F,48,1
MORNING,PRIVATE_BUILDING,SEX_CRIME,F,59,1
MORNING,PRIVATE_BUILDING,SEX_CRIME,M,31,1
MORNING,PRIVATE_BUILDING,SEX_CRIME,M,34,1
MORNING,PRIVATE_BUILDING,SEX_CRIME,M,68,1
MORNING,PRIVATE_BUILDING,VANDALISM,F,27,2
MORNING,PRIVATE_BUILDING,VANDALISM,F,30,1
MORNING,PRIVATE_BUILDING,VANDALISM,F,33.73427719,1
MORNING,PRIVATE_BUILDING,VANDALISM,F,59,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,15,3
MORNING,PRIVATE_BUILDING,VANDALISM,M,23,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,26,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,28,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,29,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,32,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,33.73427719,9
MORNING,PRIVATE_BUILDING,VANDALISM,M,35,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,36,2
MORNING,PRIVATE_BUILDING,VANDALISM,M,37,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,43,2
MORNING,PRIVATE_BUILDING,VANDALISM,M,44,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,46,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,50,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,52,3
MORNING,PRIVATE_BUILDING,VANDALISM,M,53,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,54,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,58,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,61,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,65,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,68,1
MORNING,PRIVATE_BUILDING,VANDALISM,M,71,1
MORNING,PRIVATE_BUILDING,VIOLENCE,F,18,1
MORNING,PRIVATE_BUILDING,VIOLENCE,F,19,1
MORNING,PRIVATE_BUILDING,VIOLENCE,F,21,1
MORNING,PRIVATE_BUILDING,VIOLENCE,F,24,1
MORNING,PRIVATE_BUILDING,VIOLENCE,F,25,2
MORNING,PRIVATE_BUILDING,VIOLENCE,F,28,2
MORNING,PRIVATE_BUILDING,VIOLENCE,F,29,2
MORNING,PRIVATE_BUILDING,VIOLENCE,F,31,1
MORNING,PRIVATE_BUILDING,VIOLENCE,F,33,1
MORNING,PRIVATE_BUILDING,VIOLENCE,F,35,2
MORNING,PRIVATE_BUILDING,VIOLENCE,F,37,1
MORNING,PRIVATE_BUILDING,VIOLENCE,F,38,2
MORNING,PRIVATE_BUILDING,VIOLENCE,F,40,1
MORNING,PRIVATE_BUILDING,VIOLENCE,F,42,1
MORNING,PRIVATE_BUILDING,VIOLENCE,F,44,1
MORNING,PRIVATE_BUILDING,VIOLENCE,F,45,3
MORNING,PRIVATE_BUILDING,VIOLENCE,F,48,1
MORNING,PRIVATE_BUILDING,VIOLENCE,F,50,1
MORNING,PRIVATE_BUILDING,VIOLENCE,F,57,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,15,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,22,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,23,2
MORNING,PRIVATE_BUILDING,VIOLENCE,M,25,2
MORNING,PRIVATE_BUILDING,VIOLENCE,M,26,3
MORNING,PRIVATE_BUILDING,VIOLENCE,M,27,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,31,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,32,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,33,3
MORNING,PRIVATE_BUILDING,VIOLENCE,M,33.73427719,2
MORNING,PRIVATE_BUILDING,VIOLENCE,M,34,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,35,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,37,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,38,3
MORNING,PRIVATE_BUILDING,VIOLENCE,M,39,2
MORNING,PRIVATE_BUILDING,VIOLENCE,M,41,2
MORNING,PRIVATE_BUILDING,VIOLENCE,M,43,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,44,2
MORNING,PRIVATE_BUILDING,VIOLENCE,M,45,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,46,2
MORNING,PRIVATE_BUILDING,VIOLENCE,M,47,2
MORNING,PRIVATE_BUILDING,VIOLENCE,M,48,2
MORNING,PRIVATE_BUILDING,VIOLENCE,M,50,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,51,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,53,3
MORNING,PRIVATE_BUILDING,VIOLENCE,M,54,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,55,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,57,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,58,3
MORNING,PRIVATE_BUILDING,VIOLENCE,M,59,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,62,1
MORNING,PRIVATE_BUILDING,VIOLENCE,M,65,2
MORNING,PRIVATE_BUILDING,VIOLENCE,M,77,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,F,13,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,F,25,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,F,28,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,F,31,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,F,33,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,F,33.73427719,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,F,34,3
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,F,37,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,F,38,3
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,F,39,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,F,43,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,F,45,2
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,F,49,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,F,50,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,15,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,22,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,24,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,27,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,29,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,30,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,31,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,33,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,33.73427719,8
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,34,2
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,35,2
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,36,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,37,2
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,38,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,39,3
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,41,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,43,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,45,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,46,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,48,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,49,2
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,50,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,53,3
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,60,1
MORNING,PUBLIC_BUILDING,CRIME_AGAINST_COMMUNITY,M,61,2
MORNING,PUBLIC_BUILDING,FRAUD,F,29,1
MORNING,PUBLIC_BUILDING,FRAUD,M,15,1
MORNING,PUBLIC_BUILDING,FRAUD,M,33.73427719,3
MORNING,PUBLIC_BUILDING,FRAUD,M,47,1
MORNING,PUBLIC_BUILDING,FRAUD,M,49,1
MORNING,PUBLIC_BUILDING,ROBBERY,F,15,1
MORNING,PUBLIC_BUILDING,ROBBERY,F,19,3
MORNING,PUBLIC_BUILDING,ROBBERY,F,20,1
MORNING,PUBLIC_BUILDING,ROBBERY,F,21,2
MORNING,PUBLIC_BUILDING,ROBBERY,F,22,4
MORNING,PUBLIC_BUILDING,ROBBERY,F,23,5
MORNING,PUBLIC_BUILDING,ROBBERY,F,24,7
MORNING,PUBLIC_BUILDING,ROBBERY,F,25,3
MORNING,PUBLIC_BUILDING,ROBBERY,F,26,2
MORNING,PUBLIC_BUILDING,ROBBERY,F,27,4
MORNING,PUBLIC_BUILDING,ROBBERY,F,28,11
MORNING,PUBLIC_BUILDING,ROBBERY,F,29,8
MORNING,PUBLIC_BUILDING,ROBBERY,F,30,9
MORNING,PUBLIC_BUILDING,ROBBERY,F,31,8
MORNING,PUBLIC_BUILDING,ROBBERY,F,32,5
MORNING,PUBLIC_BUILDING,ROBBERY,F,33,4
MORNING,PUBLIC_BUILDING,ROBBERY,F,33.73427719,10
MORNING,PUBLIC_BUILDING,ROBBERY,F,34,5
MORNING,PUBLIC_BUILDING,ROBBERY,F,35,9
MORNING,PUBLIC_BUILDING,ROBBERY,F,36,10
MORNING,PUBLIC_BUILDING,ROBBERY,F,37,12
MORNING,PUBLIC_BUILDING,ROBBERY,F,38,3
MORNING,PUBLIC_BUILDING,ROBBERY,F,39,11
MORNING,PUBLIC_BUILDING,ROBBERY,F,40,7
MORNING,PUBLIC_BUILDING,ROBBERY,F,41,12
MORNING,PUBLIC_BUILDING,ROBBERY,F,42,5
MORNING,PUBLIC_BUILDING,ROBBERY,F,43,7
MORNING,PUBLIC_BUILDING,ROBBERY,F,44,8
MORNING,PUBLIC_BUILDING,ROBBERY,F,45,5
MORNING,PUBLIC_BUILDING,ROBBERY,F,46,4
MORNING,PUBLIC_BUILDING,ROBBERY,F,47,6
MORNING,PUBLIC_BUILDING,ROBBERY,F,48,7
MORNING,PUBLIC_BUILDING,ROBBERY,F,49,4
MORNING,PUBLIC_BUILDING,ROBBERY,F,50,4
MORNING,PUBLIC_BUILDING,ROBBERY,F,51,7
MORNING,PUBLIC_BUILDING,ROBBERY,F,52,5
MORNING,PUBLIC_BUILDING,ROBBERY,F,54,3
MORNING,PUBLIC_BUILDING,ROBBERY,F,55,6
MORNING,PUBLIC_BUILDING,ROBBERY,F,56,5
MORNING,PUBLIC_BUILDING,ROBBERY,F,57,5
MORNING,PUBLIC_BUILDING,ROBBERY,F,58,6
MORNING,PUBLIC_BUILDING,ROBBERY,F,59,4
MORNING,PUBLIC_BUILDING,ROBBERY,F,60,7
MORNING,PUBLIC_BUILDING,ROBBERY,F,61,5
MORNING,PUBLIC_BUILDING,ROBBERY,F,62,2
MORNING,PUBLIC_BUILDING,ROBBERY,F,64,2
MORNING,PUBLIC_BUILDING,ROBBERY,F,65,3
MORNING,PUBLIC_BUILDING,ROBBERY,F,66,4
MORNING,PUBLIC_BUILDING,ROBBERY,F,68,2
MORNING,PUBLIC_BUILDING,ROBBERY,F,69,2
MORNING,PUBLIC_BUILDING,ROBBERY,F,71,1
MORNING,PUBLIC_BUILDING,ROBBERY,F,72,3
MORNING,PUBLIC_BUILDING,ROBBERY,F,73,2
MORNING,PUBLIC_BUILDING,ROBBERY,F,74,2
MORNING,PUBLIC_BUILDING,ROBBERY,F,78,2
MORNING,PUBLIC_BUILDING,ROBBERY,F,79,1
MORNING,PUBLIC_BUILDING,ROBBERY,F,80,1
MORNING,PUBLIC_BUILDING,ROBBERY,F,89,1
MORNING,PUBLIC_BUILDING,ROBBERY,F,97,1
MORNING,PUBLIC_BUILDING,ROBBERY,M,15,12
MORNING,PUBLIC_BUILDING,ROBBERY,M,16,2
MORNING,PUBLIC_BUILDING,ROBBERY,M,17,2
MORNING,PUBLIC_BUILDING,ROBBERY,M,18,3
MORNING,PUBLIC_BUILDING,ROBBERY,M,19,3
MORNING,PUBLIC_BUILDING,ROBBERY,M,20,4
MORNING,PUBLIC_BUILDING,ROBBERY,M,21,1
MORNING,PUBLIC_BUILDING,ROBBERY,M,23,2
MORNING,PUBLIC_BUILDING,ROBBERY,M,24,5
MORNING,PUBLIC_BUILDING,ROBBERY,M,25,4
MORNING,PUBLIC_BUILDING,ROBBERY,M,26,5
MORNING,PUBLIC_BUILDING,ROBBERY,M,27,5
MORNING,PUBLIC_BUILDING,ROBBERY,M,28,3
MORNING,PUBLIC_BUILDING,ROBBERY,M,29,13
MORNING,PUBLIC_BUILDING,ROBBERY,M,30,4
MORNING,PUBLIC_BUILDING,ROBBERY,M,31,6
MORNING,PUBLIC_BUILDING,ROBBERY,M,32,6
MORNING,PUBLIC_BUILDING,ROBBERY,M,33,10
MORNING,PUBLIC_BUILDING,ROBBERY,M,33.73427719,26
MORNING,PUBLIC_BUILDING,ROBBERY,M,34,11
MORNING,PUBLIC_BUILDING,ROBBERY,M,35,8
MORNING,PUBLIC_BUILDING,ROBBERY,M,36,9
MORNING,PUBLIC_BUILDING,ROBBERY,M,37,8
MORNING,PUBLIC_BUILDING,ROBBERY,M,38,9
MORNING,PUBLIC_BUILDING,ROBBERY,M,39,4
MORNING,PUBLIC_BUILDING,ROBBERY,M,40,10
MORNING,PUBLIC_BUILDING,ROBBERY,M,41,7
MORNING,PUBLIC_BUILDING,ROBBERY,M,42,11
MORNING,PUBLIC_BUILDING,ROBBERY,M,43,12
MORNING,PUBLIC_BUILDING,ROBBERY,M,44,4
MORNING,PUBLIC_BUILDING,ROBBERY,M,45,4
MORNING,PUBLIC_BUILDING,ROBBERY,M,46,8
MORNING,PUBLIC_BUILDING,ROBBERY,M,47,5
MORNING,PUBLIC_BUILDING,ROBBERY,M,48,4
MORNING,PUBLIC_BUILDING,ROBBERY,M,49,9
MORNING,PUBLIC_BUILDING,ROBBERY,M,50,6
MORNING,PUBLIC_BUILDING,ROBBERY,M,51,9
MORNING,PUBLIC_BUILDING,ROBBERY,M,52,5
MORNING,PUBLIC_BUILDING,ROBBERY,M,53,10
MORNING,PUBLIC_BUILDING,ROBBERY,M,54,10
MORNING,PUBLIC_BUILDING,ROBBERY,M,55,7
MORNING,PUBLIC_BUILDING,ROBBERY,M,56,10
MORNING,PUBLIC_BUILDING,ROBBERY,M,57,3
MORNING,PUBLIC_BUILDING,ROBBERY,M,58,3
MORNING,PUBLIC_BUILDING,ROBBERY,M,59,7
MORNING,PUBLIC_BUILDING,ROBBERY,M,60,3
MORNING,PUBLIC_BUILDING,ROBBERY,M,61,3
MORNING,PUBLIC_BUILDING,ROBBERY,M,62,3
MORNING,PUBLIC_BUILDING,ROBBERY,M,63,3
MORNING,PUBLIC_BUILDING,ROBBERY,M,65,2
MORNING,PUBLIC_BUILDING,ROBBERY,M,66,2
MORNING,PUBLIC_BUILDING,ROBBERY,M,67,2
MORNING,PUBLIC_BUILDING,ROBBERY,M,68,3
MORNING,PUBLIC_BUILDING,ROBBERY,M,69,1
MORNING,PUBLIC_BUILDING,ROBBERY,M,70,1
MORNING,PUBLIC_BUILDING,ROBBERY,M,72,1
MORNING,PUBLIC_BUILDING,ROBBERY,M,75,2
MORNING,PUBLIC_BUILDING,ROBBERY,M,78,1
MORNING,PUBLIC_BUILDING,ROBBERY,M,82,1
MORNING,PUBLIC_BUILDING,ROBBERY,M,93,1
MORNING,PUBLIC_BUILDING,SEX_CRIME,F,15,2
MORNING,PUBLIC_BUILDING,SEX_CRIME,F,17,1
MORNING,PUBLIC_BUILDING,SEX_CRIME,F,23,1
MORNING,PUBLIC_BUILDING,SEX_CRIME,F,24,2
MORNING,PUBLIC_BUILDING,SEX_CRIME,F,26,1
MORNING,PUBLIC_BUILDING,SEX_CRIME,F,28,1
MORNING,PUBLIC_BUILDING,SEX_CRIME,F,33,1
MORNING,PUBLIC_BUILDING,SEX_CRIME,F,33.73427719,3
MORNING,PUBLIC_BUILDING,SEX_CRIME,F,36,1
MORNING,PUBLIC_BUILDING,SEX_CRIME,F,39,1
MORNING,PUBLIC_BUILDING,SEX_CRIME,F,43,1
MORNING,PUBLIC_BUILDING,SEX_CRIME,F,54,1
MORNING,PUBLIC_BUILDING,SEX_CRIME,F,55,1
MORNING,PUBLIC_BUILDING,SEX_CRIME,F,61,1
MORNING,PUBLIC_BUILDING,SEX_CRIME,F,66,1
MORNING,PUBLIC_BUILDING,SEX_CRIME,M,25,1
MORNING,PUBLIC_BUILDING,SEX_CRIME,M,26,1
MORNING,PUBLIC_BUILDING,SEX_CRIME,M,33,1
MORNING,PUBLIC_BUILDING,SEX_CRIME,M,33.73427719,5
MORNING,PUBLIC_BUILDING,SEX_CRIME,M,36,1
MORNING,PUBLIC_BUILDING,VANDALISM,F,15,3
MORNING,PUBLIC_BUILDING,VANDALISM,F,26,1
MORNING,PUBLIC_BUILDING,VANDALISM,F,29,1
MORNING,PUBLIC_BUILDING,VANDALISM,F,33.73427719,10
MORNING,PUBLIC_BUILDING,VANDALISM,F,38,1
MORNING,PUBLIC_BUILDING,VANDALISM,F,42,2
MORNING,PUBLIC_BUILDING,VANDALISM,F,43,1
MORNING,PUBLIC_BUILDING,VANDALISM,F,44,1
MORNING,PUBLIC_BUILDING,VANDALISM,F,56,1
MORNING,PUBLIC_BUILDING,VANDALISM,M,15,10
MORNING,PUBLIC_BUILDING,VANDALISM,M,18,1
MORNING,PUBLIC_BUILDING,VANDALISM,M,24,1
MORNING,PUBLIC_BUILDING,VANDALISM,M,25,1
MORNING,PUBLIC_BUILDING,VANDALISM,M,26,1
MORNING,PUBLIC_BUILDING,VANDALISM,M,31,1
MORNING,PUBLIC_BUILDING,VANDALISM,M,32,1
MORNING,PUBLIC_BUILDING,VANDALISM,M,33,1
MORNING,PUBLIC_BUILDING,VANDALISM,M,33.73427719,50
MORNING,PUBLIC_BUILDING,VANDALISM,M,35,1
MORNING,PUBLIC_BUILDING,VANDALISM,M,43,1
MORNING,PUBLIC_BUILDING,VANDALISM,M,46,1
MORNING,PUBLIC_BUILDING,VANDALISM,M,47,1
MORNING,PUBLIC_BUILDING,VANDALISM,M,48,2
MORNING,PUBLIC_BUILDING,VANDALISM,M,49,1
MORNING,PUBLIC_BUILDING,VANDALISM,M,52,1
MORNING,PUBLIC_BUILDING,VANDALISM,M,54,1
MORNING,PUBLIC_BUILDING,VANDALISM,M,59,2
MORNING,PUBLIC_BUILDING,VANDALISM,M,61,2
MORNING,PUBLIC_BUILDING,VANDALISM,M,62,1
MORNING,PUBLIC_BUILDING,VANDALISM,M,64,1
MORNING,PUBLIC_BUILDING,VIOLENCE,F,15,8
MORNING,PUBLIC_BUILDING,VIOLENCE,F,17,3
MORNING,PUBLIC_BUILDING,VIOLENCE,F,18,2
MORNING,PUBLIC_BUILDING,VIOLENCE,F,22,2
MORNING,PUBLIC_BUILDING,VIOLENCE,F,23,3
MORNING,PUBLIC_BUILDING,VIOLENCE,F,24,2
MORNING,PUBLIC_BUILDING,VIOLENCE,F,25,1
MORNING,PUBLIC_BUILDING,VIOLENCE,F,26,1
MORNING,PUBLIC_BUILDING,VIOLENCE,F,27,2
MORNING,PUBLIC_BUILDING,VIOLENCE,F,28,3
MORNING,PUBLIC_BUILDING,VIOLENCE,F,29,1
MORNING,PUBLIC_BUILDING,VIOLENCE,F,30,5
MORNING,PUBLIC_BUILDING,VIOLENCE,F,31,2
MORNING,PUBLIC_BUILDING,VIOLENCE,F,33,2
MORNING,PUBLIC_BUILDING,VIOLENCE,F,33.73427719,9
MORNING,PUBLIC_BUILDING,VIOLENCE,F,34,1
MORNING,PUBLIC_BUILDING,VIOLENCE,F,35,2
MORNING,PUBLIC_BUILDING,VIOLENCE,F,36,3
MORNING,PUBLIC_BUILDING,VIOLENCE,F,38,2
MORNING,PUBLIC_BUILDING,VIOLENCE,F,39,1
MORNING,PUBLIC_BUILDING,VIOLENCE,F,40,3
MORNING,PUBLIC_BUILDING,VIOLENCE,F,41,2
MORNING,PUBLIC_BUILDING,VIOLENCE,F,45,1
MORNING,PUBLIC_BUILDING,VIOLENCE,F,46,3
MORNING,PUBLIC_BUILDING,VIOLENCE,F,47,1
MORNING,PUBLIC_BUILDING,VIOLENCE,F,48,1
MORNING,PUBLIC_BUILDING,VIOLENCE,F,52,2
MORNING,PUBLIC_BUILDING,VIOLENCE,F,54,1
MORNING,PUBLIC_BUILDING,VIOLENCE,F,55,1
MORNING,PUBLIC_BUILDING,VIOLENCE,F,56,1
MORNING,PUBLIC_BUILDING,VIOLENCE,F,57,2
MORNING,PUBLIC_BUILDING,VIOLENCE,F,62,1
MORNING,PUBLIC_BUILDING,VIOLENCE,F,65,1
MORNING,PUBLIC_BUILDING,VIOLENCE,F,66,3
MORNING,PUBLIC_BUILDING,VIOLENCE,F,69,1
MORNING,PUBLIC_BUILDING,VIOLENCE,F,82,1
MORNING,PUBLIC_BUILDING,VIOLENCE,M,10,1
MORNING,PUBLIC_BUILDING,VIOLENCE,M,15,19
MORNING,PUBLIC_BUILDING,VIOLENCE,M,17,2
MORNING,PUBLIC_BUILDING,VIOLENCE,M,18,1
MORNING,PUBLIC_BUILDING,VIOLENCE,M,20,2
MORNING,PUBLIC_BUILDING,VIOLENCE,M,21,1
MORNING,PUBLIC_BUILDING,VIOLENCE,M,22,2
MORNING,PUBLIC_BUILDING,VIOLENCE,M,23,1
MORNING,PUBLIC_BUILDING,VIOLENCE,M,25,3
MORNING,PUBLIC_BUILDING,VIOLENCE,M,26,2
MORNING,PUBLIC_BUILDING,VIOLENCE,M,27,1
MORNING,PUBLIC_BUILDING,VIOLENCE,M,28,1
MORNING,PUBLIC_BUILDING,VIOLENCE,M,29,2
MORNING,PUBLIC_BUILDING,VIOLENCE,M,30,2
MORNING,PUBLIC_BUILDING,VIOLENCE,M,31,3
MORNING,PUBLIC_BUILDING,VIOLENCE,M,32,1
MORNING,PUBLIC_BUILDING,VIOLENCE,M,33,2
MORNING,PUBLIC_BUILDING,VIOLENCE,M,33.73427719,25
MORNING,PUBLIC_BUILDING,VIOLENCE,M,34,2
MORNING,PUBLIC_BUILDING,VIOLENCE,M,35,2
MORNING,PUBLIC_BUILDING,VIOLENCE,M,36,1
MORNING,PUBLIC_BUILDING,VIOLENCE,M,37,3
